RBnumber,sequence_num,recovered_date,recovered_district,recovered_address,recovered_halfadd,recovered_room,recovered_city,recovered_state,recovered_zip,year,color,make,model,bodytype,licensenum,licensestate,licenseyear,VIN,approximate_value,stolen?,questionable_stolen?,steering_lock?,doors_locked?,ignition_locked?,key_in_vehicle?
Y59764,1,01/16/2011 12:00 AM,061,2408 S 11 ST,,,OMAHA,NE,68108,03,SIL,CHEV,TK,VN,OZV149,NE,11,1GNDX13E53D137708,6000,Y,N,N,N,N,Y
Y59926,1,,000,,,,,,,93,GRN,JEEP,TK,LL,RPK906,NE,10,1J4FJ68S5PL608714,700,Y,N,N,N,N,N
Y60034,1,,000,,,,,,,92,BLU,HOND,CIV,4D,RIE689,NE,10,JHMEH9593N5003415,,N,N,N,Y,N,N
Y60070,1,02/24/2011 12:00 AM,052,2000 JONES ST,,,OMAHA,NE,,05,SIL,FORD,ESC,UT,OKG143,NE,10,1FMYU931X5KA04838,16000,Y,N,N,N,N,N
Y60074,1,03/14/2011 12:00 AM,032,2876 WHITMORE ST,,,OMAHA,NE,68112,02,TAN,CHEV,MAL,4D,PNB992,NE,10,1G1ND52J32M515298,,Y,N,N,N,N,N
Y60100,1,03/11/2011 12:00 AM,051,1000 CUMING ST,,,OMAHA,NE,,05,WHI,FORD,,PK,RFL792,NE,10,1FTYR14U85PB09302,,Y,N,N,N,N,N
Y60231,1,11/29/2010 12:00 AM,095,SARPY COUNTY ST,,,,,,08,GRY,DODG,TK,PK,PEP615,NE,10,1D7HU18228J243503,38000,Y,N,N,N,N,Y
Y60326,1,11/30/2010 12:00 AM,064,3101 ED CREIGHTON AV,,,OMAHA,NE,68105,93,TAN,CHEV,LUM,SV,RPJ852,NE,11,1GNDU06D2PT127154,2500,Y,N,N,N,N,N
Y60600,1,11/24/2010 12:00 AM,054,2900 DEWEY AV,,,OMAHA,NE,68105,04,WHI,NISS,TK,PK,RMG551,NE,10,1N6AA06A14N581323,,Y,N,N,N,N,N
Y60686,1,11/26/2010 12:00 AM,033,4005 CURTIS AV,,,OMAHA,NE,68111,96,BLU,HYUN,ACC,4D,RMD923,NE,11,KMHVF24N6TU298911,1000,Y,N,N,N,N,N
Y60869,1,11/29/2010 12:00 AM,095,1 COUNCIL BLUFFS PD ST,,,OMAHA,NE,,09,WHI,VOLK,,2DR,RBR605,NE,11,WVWBA71F39V023211,,Y,N,N,N,N,N
Y60935,1,11/26/2010 12:00 AM,038,1505 CORBY ST,,,OMAHA,NE,68110,96,RED,DODG,TK,PK,OVN667,NE,11,1B7GG23Y6TS685962,2000,Y,N,N,N,N,N
Y60991,1,02/01/2011 12:00 AM,076,6700 GROVER ST,,,OMAHA,NE,68106,99,BLU,FORD,EXP,UT,PLM548,NE,11,1FMZU34XXXZC02320,2000,Y,N,N,N,N,N
Y61045,1,11/27/2010 12:00 AM,029,4700 NICHOLAS ST,,,OMAHA,NE,68132,02,BLU,DODG,INT,4DR,PHS679,NE,10,2B3HD46R82H282859,,N,N,N,N,N,N
Y61122,1,11/29/2010 12:00 AM,091,2203 POWER DR,,,BELLEVUE,NE,,07,BLK,,,TL,XIP477,NE,11,4J6UF16217B095827,,Y,N,N,N,N,N
Y61181,1,11/27/2010 12:00 AM,095,12900 WEST MAPLE RD,,,OMAHA,NE,,02,WHI,PONT,GRM,4D,5D6303,NE,10,1G2NE52F72C173042,2500,N,N,N,N,N,N
Y61266,1,11/29/2010 12:00 AM,095,CAMBRIDGE APARTMENT ST,,,,,,04,GRN,FORD,,PK,P2557,IA,11,1FTPX12504NC05464,,Y,N,N,N,N,N
Y61289,1,12/24/2010 12:00 AM,029,4720 HAMILTON ST,,,OMAHA,NE,68132,05,RED,HYUN,ELA,4D,ORE086,NE,11,KMHDN56D95U172260,3000,Y,N,N,N,N,Y
Y61299,1,01/24/2011 12:00 AM,015,1209 GOLDCOAST RD,,,OMAHA,NE,,92,GRY,BUIC,LES,4D,,,00,1G4HR53L9NH415897,4300,Y,N,N,N,N,N
Y56589,1,11/08/2010 12:00 AM,046,3300 CALIFORNIA ST,,,OMAHA,NE,68131,89,RED,FORD,TK,PK,,,00,2FTJW35M3KCA98839,2500,Y,N,N,N,N,N
Y56782,1,12/19/2010 12:00 AM,095,COUNCIL BLUFFS PD ST,,,,,,07,WHI,NISS,FRO,PU,PXH857,NE,10,1N6AD06W57C437132,18000,Y,N,N,N,N,N
Y56805,1,11/09/2010 12:00 AM,032,5825 N 29 ST,,,OMAHA,NE,68111,87,RED,GMC,R15,PU,RNV544,NE,11,1GTDR14Z1HF700656,,Y,N,N,N,N,N
Y56808,1,11/09/2010 12:00 AM,064,4067 D ST,,,OMAHA,NE,68107,90,BLU,CHEV,,PK,581XLE,IA,11,2GCEC14K6L1148659,,N,N,N,N,N,N
Y56857,1,11/09/2010 12:00 AM,067,1 WASHINGTON/GILMORE AV,,,OMAHA,NE,,88,MAR,BUIC,ELE,4D,15B682,NE,10,1G4CW51C3J1663748,,N,N,N,N,N,N
Y56939,1,,000,,,,,,,95,MAR,SUZU,,,,,00,UNK,,Y,N,N,N,N,N
Y57073,1,12/08/2010 12:00 AM,061,1500 HICKORY ST,,,OMAHA,NE,68108,09,SIL,HOND,CRV,UT,PES396,NE,11,JHLRE48769C005896,20000,Y,N,N,N,N,Y
Y57132,1,,000,,,,,,,88,RED/BLK,SUZU,,,,,00,,2000,Y,N,N,N,N,N
Y61384,1,11/28/2010 12:00 AM,071,6014 OHERN ST,,,OMAHA,NE,68117,92,WHI,GMC,TK,PU,LX098,IA,11,2GTEK19K1N1516888,,N,N,N,N,N,N
Y61505,1,11/29/2010 12:00 AM,045,4219 LAFAYETTE ST,,,OMAHA,NE,,07,WHI,DODG,,4D,,,00,1D8GU58687W713097,,N,N,N,N,N,N
Y61557,1,11/29/2010 12:00 AM,015,4623 N 96 ST,,,OMAHA,NE,68134,03,BLU,CHEV,TK,PK,151ROA,IA,10,2GCEK19T331279357,,N,N,N,N,N,N
Y61661,1,11/29/2010 12:00 AM,088,16620 VINTON CR,,,OMAHA,NE,68130,06,BLU,KIA,,VN,869NTQ,IA,11,KNDMB233866082403,,N,N,N,N,N,N
Y61678,1,11/30/2010 12:00 AM,043,4300 HAMILTON ST,,,OMAHA,NE,68131,96,TAN,CHEV,,UT,RIE830,NE,10,1GNDT13W5T2212567,4000,N,N,N,N,N,Y
Y61829,1,12/16/2010 12:00 AM,036,1300 FORT ST,,,OMAHA,NE,68110,02,SIL,FORD,TK,PU,RDM875,NE,11,1FTNF21S92EB07005,,Y,N,N,N,N,N
Y61971,1,,000,,,,,,,99,GRN,ACUR,INT,4DR,OYX997,NE,11,JH4DB7550XS005169,4000,Y,N,N,N,N,N
Y62079,1,12/14/2010 12:00 AM,042,3724 CORBY ST,,,OMAHA,NE,68111,88,MAR,CHEV,TK,PK,RMY223,NE,11,1GCDC14J4JE167450,,Y,N,N,N,N,N
Y62125,1,12/01/2010 12:00 AM,061,2407 S 16 ST,,,OMAHA,NE,68108,99,SIL,CHEV,TK,PK,PTI908,NE,11,1GCEK19T5XE109716,5000,Y,N,N,N,N,N
Y57252,1,,000,,,,,,,01,GRN,,,ATV,,,00,,1000,Y,N,N,N,N,N
Y62740,1,01/08/2010 12:00 AM,035,2005 N 20 ST,,,OMAHA,NE,68110,97,BLK,GMC,TK,UTL,PTN743,NE,11,1GKEK13R1VJ749606,5000,Y,N,N,N,N,N
Y62798,1,,000,,,,,,,06,RED,,,,,,00,JKAVFEF1068501401,,Y,N,N,N,N,N
Y62295,1,01/21/2011 12:00 AM,091,505 S 15 ST,,,OMAHA,NE,68102,04,RED,DODG,TK,PK,OJN543,NE,11,1D7HU18D14S698929,20000,Y,N,N,N,N,N
Y62348,1,12/02/2010 12:00 AM,059,1231 S 15 ST,,,OMAHA,NE,68108,01,BLU,FORD,TAU,4D,RHP129,NE,10,1FAHP56S51G175766,,N,N,N,N,N,N
Y62416,1,12/02/2010 12:00 AM,065,1300 B ST,,,OMAHA,NE,68108,02,GRN,FORD,TK,PK,750WOS,IA,10,1FTSX31F92EB23097,,N,N,N,N,N,N
Y62482,1,,000,,,,,,,05,WHI,,,TL,,,00,1JJV532W55L897923,10000,Y,N,N,N,N,N
Y62977,1,12/07/2010 12:00 AM,016,3131 N 90 ST,,,OMAHA,NE,68134,09,RED,FORD,TK,LL,944AFL,IN,10,1FMFK16529LA02448,12000,Y,N,N,N,N,N
Y63020,1,12/05/2010 12:00 AM,061,2417 S 9 ST,,,OMAHA,NE,68108,98,WHI,,,TRL,4035AW,IA,10,4T8ET2026WS001253,,N,N,N,N,N,N
Y63027,1,,000,,,,,,,99,SIL,OLDS,BRA,4DR,740SZA,IA,00,1GNDT13W6XZ700189,,Y,N,N,N,N,N
Y63061,1,12/05/2010 12:00 AM,064,3300 Q ST,,,OMAHA,NE,68107,98,PLE,PONT,GRA,4DR,29BN99,NE,11,1G2WP52K9WF210446,,N,N,N,N,N,N
Y63077,1,,000,,,,,,,90,SIL,CHEV,,PK,RJE178,NE,10,1GCFK24K5LE104356,800,N,N,N,Y,N,N
Y62530,1,12/04/2010 12:00 AM,041,4063 PAXTON BD,,,OMAHA,NE,68111,11,GRY,CHEV,,SUV,L281641,IL,10,3GNBABFW3BS511413,13100,Y,N,N,N,N,Y
Y62595,1,12/03/2010 12:00 AM,066,4823 S 22 ST,,,OMAHA,NE,68107,95,RED,CHEV,LUM,4DR,RJQ827,NE,09,2G1WL52M7S1193651,1000,Y,N,N,N,N,N
Y62690,1,12/04/2010 12:00 AM,058,1212 S 25 AV,,,OMAHA,NE,68105,05,WHI,CHEV,IMP,4DR,,,00,NONE GIVEN,1500,Y,N,N,N,N,Y
Y63697,1,12/08/2010 12:00 AM,075,6100 ARBOR PL,,,OMAHA,NE,,07,WHI,CHEV,,VAN,PVF214,NE,11,1GCGG25V671123591,,Y,N,N,N,N,N
Y63722,1,12/28/2010 12:00 AM,041,3519 CUMING ST,,,OMAHA,NE,68131,05,GRY,CHEV,,4D,,,00,1G1AL52F557542325,,Y,N,N,N,N,N
Y63723,1,12/08/2010 12:00 AM,075,3529 S 72 ST,,,OMAHA,NE,68124,03,WHI,KIA,SPE,UT,RMD880,NE,10,KNAFB12835266712,3000,Y,N,N,N,N,N
Y63161,1,01/26/2011 12:00 AM,083,13225 DISCOVERY DR,,1608,OMAHA,NE,68137,94,BLK,ACUR,INT,2DR,PKQ294,NE,11,JH4DC4349RS018088,1000,Y,N,N,N,N,N
Y63168,1,,000,,,,,,,93,WHI,FORD,,PK,OZN347,NE,11,1FDKF37GXPNB07190,10000,N,N,N,N,N,N
Y63261,1,12/07/2010 12:00 AM,043,4143 ERSKINE ST,,,OMAHA,NE,68111,10,WHI,DODG,CHA,4D,RIR215,NE,11,2B3CA3CV1AH185788,,Y,N,N,N,N,N
Y63318,1,12/06/2010 12:00 AM,015,5916 N 99 PA,,,OMAHA,NE,68134,00,GRY,CHEV,,PK,593SYY,IA,11,1GCDT19W2YK200299,,N,N,N,N,N,N
Y63338,1,12/06/2010 12:00 AM,054,3000 ST MARYS AV,,,OMAHA,NE,68105,97,SIL,BUIC,LES,4D,,,00,1G4HP52K4VH493406,6400,Y,N,N,N,N,N
Y63355,1,12/06/2010 12:00 AM,072,3376 Y ST,,,OMAHA,NE,68107,00,BLK,HOND,CIV,2D,RAJ570,NE,11,1HGEJ8147YL051882,,Y,N,N,N,N,N
Y63459,1,,000,,,,,,,05,RED,,,,,,00,JNB24521,,Y,N,N,N,N,N
Y63480,1,,000,,,,,,,04,BLK,,,TL,XIU317,NE,11,,6000,Y,N,N,N,N,N
Y63481,1,,000,,,,,,,05,BLK,,,TL,XFR440,NE,11,,,Y,N,N,N,N,N
Y63488,1,,000,,,,,,,95,GRN,,,SUV,,,00,4S2CM58V254357145,300,Y,N,N,Y,N,N
Y63504,1,,000,,,,,,,88,MAR,CHEV,TK,PU,OVA167,NE,09,1GCBS14E6G2165760,500,Y,N,N,N,N,N
Y63564,1,05/24/2011 12:00 AM,035,2820 LAUREL AV,,,OMAHA,NE,68111,81,BRO,FORD,,PK,,,00,1FTHF26Z8BPA52568,1500,Y,N,N,N,N,N
Y63587,1,12/07/2010 12:00 AM,015,10200 WEST MAPLE RD,,,OMAHA,NE,68134,05,WHI,CHRY,,4D,RBR485,NE,10,3C4FY58B05T591706,6500,Y,N,N,N,N,Y
Y63604,1,12/16/2010 12:00 AM,095,2600 SPRAGUE ST,,,OMAHA,NE,68111,99,TAN,PONT,BON,4D,,,00,1G2HX52K7XH238275,5000,Y,N,N,N,N,N
Y64624,1,12/11/2010 12:00 AM,095,UNKNOWN ST,,,,,,97,BLU,OLDS,,4D,RPM912,NE,11,1G3HN52K3V485241,2000,Y,N,N,N,N,N
Y64709,1,12/16/2010 12:00 AM,067,4100 T ST,,,OMAHA,NE,68107,01,WHI,CHEV,,SUV,PUO319,NE,10,1GNDT13W512198229,4000,Y,N,N,N,N,Y
Y64733,1,12/12/2010 12:00 AM,026,5109 N 50 ST,,,OMAHA,NE,68104,00,BLK,KIA,,4D,RPL176,NE,11,KNAFB1211Y5839912,5000,Y,N,N,N,N,Y
Y64741,1,12/12/2010 12:00 AM,032,7517 N 33 ST,,,OMAHA,NE,68112,98,GRN,FORD,EXP,UT,499SZD,IA,11,1FMZU34E6WZA26122,,N,N,N,N,N,N
Y64054,1,,000,,,,,,,91,SIL,FORD,EXP,SUV,RIT411,NE,11,1FMDU34X6MUD02482,1500,Y,N,N,N,N,Y
Y64100,1,12/09/2010 12:00 AM,059,621 PIERCE ST,,,OMAHA,NE,68108,03,WHI,FORD,TK,LL,028SYY,IA,10,1FMZU73K53UC20518,,N,N,N,N,N,N
Y64768,1,12/13/2010 12:00 AM,063,3718 FRANCES ST,,,OMAHA,NE,68105,98,SIL,LINC,CON,4DR,,,00,1LNFM97VOWY614962,,Y,N,N,N,N,N
Y64845,1,12/19/2010 12:00 AM,095,COUNCIL BLUFFS PD ST,,,,,,06,WHI,,,SUV,,,00,5GTDN136568316439,25000,Y,N,N,N,N,N
Y64884,1,,000,,,,,,,92,WHI,LEXS,,2DR,,,00,JT8UZ30C9N0013418,5000,N,N,N,N,N,N
Y64905,1,,000,,,,,,,01,BGE,CHEV,MON,2DR,RIH921,NE,11,2G1WW12EX19301950,3000,N,N,N,N,N,N
Y64244,1,12/10/2010 12:00 AM,031,3100 HOWELL ST,,,OMAHA,NE,68112,05,DBL,CHRY,,4D,,,00,2C3AA53G95H690667,8000,Y,N,N,N,N,Y
Y64408,1,12/14/2010 12:00 AM,033,3300 BELVEDERE BD,,,OMAHA,NE,68111,06,SIL,CHEV,COB,4D,UC8E8U,MO,12,1G1AK55F567773709,,Y,N,N,Y,N,N
Y64450,1,12/22/2010 12:00 AM,071,4500 WASHINGTON ST,,,OMAHA,NE,68107,86,BLK,CHEV,MON,2DR,OUU106,NE,10,1G1GZ37G5GR189459,10000,Y,N,N,N,N,N
Y64938,1,12/13/2010 12:00 AM,038,2201 MAPLE ST,,,OMAHA,NE,68110,00,RED,MITS,,4D,PDB814,NE,11,4A3AA46GXYE173436,,Y,N,N,N,N,Y
Y64946,1,01/28/2011 12:00 AM,083,12230 ANNE ST,,,OMAHA,NE,68137,00,BLU,JEEP,,SW,PBJ204_,NE,11,1J4FF48S9YL240657,,Y,N,N,N,N,N
Y64965,1,,000,,,,,,,95,RED,FORD,,PK,PKZ998,NE,11,2FTHF26G8SCA71363,10000,Y,N,N,N,N,N
Y64965,2,,000,,,,,,,95,RED,FORD,,PK,RMM689,NE,11,2FTHF26G0SCA75035,10000,N,N,N,N,N,N
Y65121,1,12/13/2010 12:00 AM,083,13648 W ST,,,OMAHA,NE,68137,07,SIL,CHEV,MAL,4DR,REI670,NE,11,1G1ZS58F77F243151,8900,N,N,N,N,N,N
Y65180,1,12/14/2010 12:00 AM,068,3948 T ST,,,OMAHA,NE,68107,99,SIL,LINC,,UT,RAQ568,NE,11,5LMRU27AXXLJ36580,13000,Y,N,N,N,N,Y
Y65183,1,12/30/2010 12:00 AM,025,4200 LAUREL AV,,,OMAHA,NE,68111,00,TAN,CHEV,IMP,4DR,,,00,2G1WF55E1Y9215147,,Y,N,N,N,N,N
Y65187,1,12/20/2010 12:00 AM,095,UNK ST,,,COUNCIL BLUFFS,IA,,01,BLK,GMC,TK,PK,RIN974,NE,11,1GTCS145X18100984,5000,Y,N,N,N,N,N
Y65218,1,12/16/2010 12:00 AM,057,1317 S 25 ST,,,OMAHA,NE,68105,10,WHI,MITS,GAL,4D,677DUZ,MN,11,4A32B2FF8AE005457,,Y,N,N,N,N,Y
Y64490,1,12/22/2010 12:00 AM,021,7200 BEDFORD AV,,,OMAHA,NE,68134,08,WHI,DODG,CAL,4DR,RGO794,NE,11,1B3HB48B48D654774,10000,Y,N,N,N,N,N
Y64567,1,12/11/2010 12:00 AM,076,2400 L ST,,,OMAHA,NE,68107,88,BLU,CHEV,AST,VN,684XLG,IA,10,1GNDM1524JB212027,,Y,N,N,N,N,Y
Y64576,1,12/11/2010 12:00 AM,061,2749 S 12 ST,,,OMAHA,NE,68108,01,GRY,FORD,TK,PK,OKB525,NE,10,,,N,N,,,,
Y65259,1,01/19/2011 12:00 AM,049,601 N 30 ST,,,OMAHA,NE,68131,97,GRN,FORD,TK,PK,RMW272,NE,11,1FTDX176XVKC53657,3000,Y,N,N,N,N,Y
Y65301,1,12/17/2010 12:00 AM,095,505 S 15 ST,,,COUNCIL BLUFFS,IA,,90,DBL,BUIC,LES,4D,,,00,1G4HP54C5LH492235,800,Y,N,N,N,N,N
Y65324,1,,000,,,,,,,85,GRN,JEEP,TK,LL,RMM666,,00,1JCWC7562FT044305,,N,N,N,N,N,N
Y65539,1,12/16/2010 12:00 AM,095,1 UNKNOWN ST,,,COUNCIL BLUFFS,IA,,95,WHI,FORD,,PK,,,00,2FTHF26H2SCA24242,5000,Y,N,N,N,N,N
Y65365,1,12/14/2010 12:00 AM,036,2000 BROWNE ST,,,OMAHA,NE,68110,00,MAR,ISU,,UT,854XSS,IA,11,4S2CK58W4Y4327930,15000,N,N,N,N,N,N
Y65601,1,,000,,,,,,,96,GRN,HOND,ACC,2D,RPU270,NE,11,1HGCD7152TA024482,2000,Y,N,N,N,N,N
Y65632,1,12/27/2010 12:00 AM,091,1 UNKNOWN ST,,,OMAHA,NE,,01,BLU,CHEV,MAL,4D,RBC782,NE,11,1G1ND52JX16153182,,Y,N,N,N,N,N
Y65666,1,,000,,,,,,,92,GRY,CHEV,TK,VN,853XFO,IA,11,1GBDM1523NB162692,,N,N,N,N,N,N
Y65724,1,,000,,,,,,,10,RED,,,,,,00,1L6KDA0040DC01850,2000,Y,N,N,N,N,Y
Y65741,1,12/26/2010 12:00 AM,017,6500 WESTERN AV,,,OMAHA,NE,68132,05,BLK,GMC,TK,PK,,,00,1GTHK23U75F856228,15000,Y,N,N,N,N,N
Y65745,1,,000,,,,,,,80,RED,CHEV,IMP,4D,K965849,IL,10,2G1WB5E5PA1249598,,N,N,N,N,N,N
Y65789,1,,000,,,,,,,84,,OLDS,DEL,4D,RAU619,NE,11,1G3AN69Y7EX435906,,Y,N,N,N,N,N
Y65836,1,,000,,,,,,,94,WHI,TOYT,TK,PK,850GMR,IA,10,JT4RN81A8R192301,,N,N,N,N,N,N
Y65839,1,12/17/2010 12:00 AM,041,4200 AMES AV,,,OMAHA,NE,68111,92,BLK,DODG,TK,PK,RJM207,NE,05,1B7GL23Y9NS688806,800,Y,N,N,N,N,N
Y65849,1,01/18/2011 12:00 AM,076,2616 S 72 CT,,,OMAHA,NE,68124,91,BLK,CHEV,TK,LL,RJR026,NE,11,1GNEV18K6MF146805,3000,Y,N,N,N,N,N
Y65957,1,12/20/2010 12:00 AM,018,8338 CHICAGO ST,,,OMAHA,NE,68114,03,BLK,NISS,ALT,4DR,RPK668,NE,10,1N4AL11D33C293341,15000,Y,N,N,N,N,N
Y65964,1,12/30/2010 12:00 AM,032,7202 N 16 ST,,,OMAHA,NE,68112,06,GLD,FORD,TAU,4D,PBD822,NE,11,1FAFP53UX6A144245,1000,Y,N,N,N,N,Y
Y65994,1,12/17/2010 12:00 AM,084,14112 INDUSTRIAL RD,,,OMAHA,NE,68137,91,BLU,OLDS,CUT,4D,RPT399,NE,11,2G3AJ54N5M2309455,,Y,N,N,N,N,N
Y66012,1,,000,,,,,,,90,BLK,JEEP,TK,LL,RMI040,NE,11,1J4FJ78L4LL191949,2500,Y,N,N,N,N,N
Y66056,1,01/14/2011 12:00 AM,038,1473 WIRT ST,,,OMAHA,NE,68110,94,BGE,BUIC,SEN,4D,RIM700,NE,00,1G4A655M7R6507900,2000,Y,N,N,N,N,N
Y66111,1,12/18/2010 12:00 AM,028,4900 NW RADIAL HW,,,OMAHA,NE,68104,89,BLU,DODG,DYN,4DR,RKG676,NE,10,1B3BC5639KD577329,1500,Y,N,N,N,N,N
Y66145,1,12/17/2010 12:00 AM,033,4008 FORT ST,,,OMAHA,NE,68111,06,RED,FORD,TK,PK,6235,NE,11,1FTYR10U16PA38421,20000,Y,N,N,N,N,N
Y66247,1,,000,,,,,,,94,BLU,CHEV,,PK,RCA897,NE,11,2GCEK19K5R1174836,,N,N,N,N,N,N
Y66248,1,12/18/2010 12:00 AM,032,2869 HANOVER ST,,,OMAHA,NE,68112,99,BLK,CHEV,,4W,7E133,NE,11,1GNEK13R5XJ507231,,Y,N,N,N,N,N
Y66249,1,,000,,,,,,,95,WHI,TOYT,AVA,4D,RMB179,NE,11,4T1GB10E4SU009298,500,Y,N,N,N,N,N
Y66254,1,12/23/2010 12:00 AM,095,UNK ST,,,,,,94,SIL,CHRY,LHS,4D,,,00,2C3ED56FXRH265573,1500,Y,N,N,N,N,N
Y66317,1,12/25/2010 12:00 AM,012,16800 WEST MAPLE RD,,,OMAHA,NE,68118,02,WHI,CHEV,,UT,RMU283,NE,11,1GNEK13Z62J294704,7700,Y,N,N,N,N,N
Y66361,1,12/21/2010 12:00 AM,046,HWY 75/DODGE ST,,,,,,99,RED,CHEV,SUB,UT,RJC439,NE,11,3GNFK16R2XG221757,4000,Y,N,N,N,N,N
Y66384,1,12/18/2010 12:00 AM,011,13200 WEST DODGE RD,,,OMAHA,NE,68010,83,BLK,CHEV,ELC,PK,273WQG,IA,10,1GCCW8093DR106825,,N,N,N,N,N,N
Y66432,1,,000,,,,,,,97,RED,DODG,INT,4DR,PEZ652,NE,11,2B3HD46F9VH588818,,Y,N,N,Y,N,N
Y66436,1,12/20/2010 12:00 AM,042,3216 N 40 AV,,,OMAHA,NE,68111,99,WHI,FORD,,PK,PAE501,NE,11,1FTNW21S9XEC51435,15000,Y,N,N,N,N,N
Y66463,1,,000,,,,,,,95,WHI,DODG,,,ORP212,NE,11,2B5W35Y4SK510401,1500,Y,N,N,N,N,N
Y66535,1,12/19/2010 12:00 AM,032,1600 READ ST,,,OMAHA,NE,68112,93,RED,BUIC,LES,4DR,110XFL,IA,11,1G4HP53L4PH522672,,N,N,N,N,N,Y
Y66606,1,12/20/2010 12:00 AM,061,2918 S 5 ST,,,OMAHA,NE,68108,08,GRN,HOND,CRV,UTL,PMN741,NE,10,JHLRE48538C055734,,N,N,N,N,N,N
Y66621,1,01/03/2011 12:00 AM,043,4100 GRANT ST,,,OMAHA,NE,68111,06,GLD,FORD,,SUV,PKN443,NE,11,1FMDK01146GA36188,,Y,N,N,N,N,Y
Y66638,1,01/14/2011 12:00 AM,061,1500 VINTON ST,,,OMAHA,NE,68108,99,BLU,CHEV,TK,PK,OZK393,NE,11,1GCGC24U2XE228691,10000,Y,N,N,N,N,N
Y66639,1,12/24/2010 12:00 AM,064,3934 S ST,,,OMAHA,NE,68107,06,BLU,TOYT,TC,LB,OJK410,NE,11,JTKDE167860138920,10000,Y,N,N,N,N,Y
Y66644,1,,000,,,,,,,92,WHI,CHEV,,PU,NO PLATE,,00,2GCFK29K3N1154640,2000,Y,N,N,N,N,N
Y66647,1,01/05/2011 12:00 AM,095,UNK ST,,,GRAND ISLAND,NE,,99,GRY,CHRY,,4D,OKG121,NE,11,1C3EJ56H6XN588579,5000,Y,N,N,N,N,N
Y66656,1,,000,,,,,,,11,BLK,,,TL,,,00,533DB1420BC202963,,Y,N,N,N,N,N
Y66663,1,12/20/2010 12:00 AM,076,7262 MERCY RD,,,OMAHA,NE,68124,88,MAR/SIL,CHEV,,PK,077TLX,IA,11,2GCFC29K6J1250530,,N,N,N,N,N,N
Y66667,1,,000,,,,,,,92,GRN,JEEP,,UT,RPP354,NE,11,1J4FT58S1NL217979,3500,N,N,N,N,N,N
Y66675,1,12/22/2010 12:00 AM,067,7016 RAILROAD AV,,,OMAHA,NE,,01,MAR,DODG,,4W,IN TRANS,,00,1B4HS28N81F551734,3000,Y,N,N,N,N,N
Y66676,1,,000,,,,,,,99,BGE,CADI,ESC,SV_________________,NO PLATE,,00,,,Y,N,N,N,N,N
Y66698,1,,000,,,,,,,88,BLK,CHEV,TK,LL,,,00,1GNEV18K9JF1011465,2500,Y,N,N,N,N,N
Y65444,1,12/30/2010 12:00 AM,095,* ST,,,COUNCIL BLUFFS,IA,,06,BLK,DODG,TK,PK,RDQ262,NE,11,3D7KS28D06G132076,15000,Y,N,N,N,N,Y
Y66789,1,12/30/2010 12:00 AM,087,15310 WYCLIFF DR,,,OMAHA,NE,,89,,BUIC,LES,4D,,,00,1G4HP54CKH525920,,Y,N,N,N,N,N
Y67186,1,02/06/2011 12:00 AM,045,SADDLECREEK RD/CUMIN ST,,,,,,01,WHI,LINC,,UT,990XST,IA,12,5LMFU28R11LJ33839,7500,Y,N,N,N,N,N
Y67231,1,01/01/2011 12:00 AM,095,1 UNKNOWN ST,,,COUNCIL BLUFFS,IA,,98,GRN,CHEV,MAL,4D,RJD508,NE,11,1G1NE52M6W6207172,,Y,N,N,N,N,Y
Y66790,1,12/20/2010 12:00 AM,065,2700 G ST,,,OMAHA,NE,68107,96,RED,HOND,ACC,4D,PSG471,NE,11,1HGCD5639TA024345,,N,N,N,N,N,N
Y66841,1,12/28/2010 12:00 AM,043,4031 SEWARD ST,,,OMAHA,NE,68111,93,RED,JEEP,,UTIL,OWJ780,NE,10,1J4GZ78Y9PC653047,2000,Y,N,N,N,N,N
Y67246,1,,000,,,,,,,74,WHI/BRO,,,TV,RCU254,NE,11,231303,,Y,N,N,N,N,N
Y67250,1,12/22/2010 12:00 AM,095,UNKNOWN ST,,,FLAGSTAFF,AZ,,01,SIL,FORD,TAU,4D,,,00,1FAFP53U71A210081,1000,Y,N,N,N,N,N
Y67268,1,01/03/2011 12:00 AM,063,3011 DUPONT ST,,,OMAHA,NE,68105,07,WHI,DODG,RAM,PK,PTL713,NE,11,1D7HU16297J524022,20000,Y,N,N,N,N,Y
Y66900,1,12/21/2010 12:00 AM,061,3077 S 65 ST,,,OMAHA,NE,,06,GLD,KIA,,UT,272ROC,NE,11,KNDJD733365580850,13000,Y,N,N,N,N,N
Y66905,1,12/22/2010 12:00 AM,021,2039 N 60 AV,,,OMAHA,NE,68104,92,RED,CHEV,TK,PK,RAM423,NE,10,1GCDC14Z9NZ156032,1800,Y,N,N,N,N,N
Y66911,1,12/27/2010 12:00 AM,022,4404 N 60 ST,,,OMAHA,NE,68104,87,MAR,CHEV,,4D,,,00,1G1BU51H4HX109619,2000,Y,N,N,N,N,Y
Y66931,1,,000,,,,,,,08,BLK,,,,XII631,NE,11,,,Y,N,N,N,N,N
Y66943,1,,000,,,,,,,92,WHI,OLDS,,4D,RBY106,NE,11,1G3CW53L0N4327660,,N,N,N,N,N,N
Y66965,1,,000,,,,,,,96,BLK,TOYT,COR,4DR,RPK961,NE,11,1NXBB02E7TZ424991,3000,Y,N,N,N,N,N
