Class,DescriptionOfClass,BusinessName,Location 2
D     ,Beer/liquor off sale,WALGREENS #05741                    ,"3001 DODGE ST
OMAHA, NE
(41.259719123465004, -95.9566597478181)"
D     ,Beer/liquor off sale,WAL-MART SUPERCENTER 3267           ,"18201 WRIGHT ST
OMAHA, NE
(41.23314415749917, -96.19778597031399)"
D     ,Beer/liquor off sale,WALGREENS #06962                    ,"3121 24TH ST
OMAHA, NE
(41.23032110196175, -95.94697709440487)"
D     ,Beer/liquor off sale,WAL-MART SUPERCENTER #1637          ,"6304 99 STREET
OMAHA, NE
(41.19473650847574, -96.06786047069915)"
D     ,Beer/liquor off sale,WAL-MART SUPERCENTER 5361           ,"12850 L STREET
OMAHA, NE
(41.212819479637005, -96.11370835379472)"
D     ,Beer/liquor off sale,WALGREENS #05059                    ,"10725 FORT ST
OMAHA, NE
(41.306618767293, -96.08001975057715)"
D     ,Beer/liquor off sale,WALGREENS #06936                    ,"4310 AMES AVE
OMAHA, NE
(41.29958606902386, -95.97764093076165)"
D     ,Beer/liquor off sale,WALGREENS #02855                    ,"6101 RADIAL HWY
OMAHA, NE
(41.28675215440648, -96.0071679466136)"
D     ,Beer/liquor off sale,WAL-MART SUPERCENTER 5141           ,"16960 MAPLE ROAD
OMAHA, NE
(41.29225956764734, -96.18037227917003)"
D     ,Beer/liquor off sale,WALGREENS #13137                    ,"13510 Q ST
OMAHA, NE
(41.20514826272705, -96.12058816731889)"
D     ,Beer/liquor off sale,WAL-MART SUPERCENTER 4358           ,"1606 72 STREET
OMAHA, NE
(41.27421196225726, -96.0239660082913)"
D     ,Beer/liquor off sale,WALGREENS #03186                    ,"3701 132ND ST
OMAHA, NE
(41.22385098124082, -96.11937287112313)"
D     ,Beer/liquor off sale,WALGREENS #04443                    ,"9001 CENTER RD
OMAHA, NE
(41.23412278299499, -96.05268901954564)"
D     ,Beer/liquor off sale,WALGREENS #07563                    ,"8989 DODGE RD
OMAHA, NE
(41.262073113925254, -96.05199293498025)"
D     ,Beer/liquor off sale,WALGREENS #03621                    ,"9001 BLONDO ST
OMAHA, NE
(41.27777750981335, -96.05306706935903)"
D     ,Beer/liquor off sale,WALGREENS #05966                    ,"2605 171ST ST
OMAHA, NE
(41.236131983936076, -96.18254968096127)"
D     ,Beer/liquor off sale,WALGREENS #11204                    ,"20201 MANDERSON ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,WALGREENS #11205                    ,"6005 72ND ST
OMAHA, NE
(41.19530949433818, -96.02364262815232)"
D     ,Beer/liquor off sale,WALGREENS #02472                    ,"18040 R PLAZA
OMAHA, NE
(41.20435685934126, -96.19829858387072)"
D     ,Beer/liquor off sale,WALGREENS #11203                    ,"17909 BURKE ST
OMAHA, NE
(41.25825322855724, -96.19563659066398)"
D     ,Beer/liquor off sale,20TH STREET LIQUOR & GROCERY STORE  ,"1928 LEAVENWORTH
OMAHA, NE
(41.25245077800555, -95.94120967838933)"
DK    ,Catering + liquor off sale,ATTITUDE ON FOOD                    ,"2405 N STREET
OMAHA, NE
(41.20948213144948, -95.9475849645414)"
DK    ,Catering + liquor off sale,CHEF HATTAM CATERING                ,"4963 CENTER STREET
OMAHA, NE
(41.241497995692555, -95.98926634063398)"
DK    ,Catering + liquor off sale,CORNHUSKER BEVERAGE MART            ,"8510 K ST
OMAHA, NE
(41.21410551013889, -96.04476632702858)"
DK    ,Catering + liquor off sale,SUPERTARGET T-1777                  ,"17810 CENTER ROAD
OMAHA, NE
(41.234332126036634, -96.19379125182475)"
DK    ,Catering + liquor off sale,TARGET STORE T-2383                 ,"12500 K PLAZA
OMAHA, NE
(41.213413032176334, -96.10940959449471)"
DK    ,Catering + liquor off sale,TARGET STORE T-2010                 ,"6636 73 STREET
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
DK    ,Catering + liquor off sale,TARGET STORE T-2125                 ,"7200 DODGE STREET
OMAHA, NE
(41.259629191262036, -96.02456755425055)"
DK    ,Catering + liquor off sale,TARGET STORE T-2326                 ,"16959 EVANS PLAZA
OMAHA, NE
(41.291132471335565, -96.18016361137231)"
I     ,Beer/liquor on sale,A+ BUFFET                           ,"14426 CENTER ROAD
OMAHA, NE
(41.23395923373499, -96.13933536977608)"
I     ,Beer/liquor on sale,APPLEBEE'S NEIGHBORHOOD GRILL & BAR ,"3350 SO 143RD PLAZA
OMAHA, NE
(41.2283777507439, -96.13745045536825)"
I     ,Beer/liquor on sale,APPLEBEE'S NEIGHBORHOOD GRILL & BAR ,"7450 DODGE ST
OMAHA, NE
(41.25968315058378, -96.02886631355057)"
I     ,Beer/liquor on sale,APPLEBEE'S NEIGHBORHOOD GRILL & BAR ,"13208 MAPLE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,APPLEBEE'S NEIGHBORHOOD GRILL & BAR ,"2829 181
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,APPLEBEE'S NEIGHBORHOOD GRILL & BAR ,"6222 72ND STREET
OMAHA, NE
(41.193205333535374, -96.02391049476923)"
I     ,Beer/liquor on sale,AZTECA FAMILY MEXICAN RESTAURANT    ,"9429 142ND ST
OMAHA, NE
(41.16468296189728, -96.13806384873595)"
I     ,Beer/liquor on sale,"AMAZING PIZZA MACHINE, THE          ","13955 S PLAZA
OMAHA, NE
(41.20298573632569, -96.13170859503782)"
I     ,Beer/liquor on sale,AHMAD'S                             ,"1006 1 2 HOWARD ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,A MERRY OCCASION                    ,"3205 HARNEY
OMAHA, NE
(41.25661745280085, -95.95951046206486)"
I     ,Beer/liquor on sale,BUFFALO CO                          ,"4725 SO 96TH ST
OMAHA, NE
(41.21138016218149, -96.0621115223173)"
I     ,Beer/liquor on sale,BUFFALO WILD WINGS GRILL & BAR #39  ,"205 76 STREET
OMAHA, NE
(41.260724302240746, -96.03139123778051)"
I     ,Beer/liquor on sale,BUFFALO WINGS AND RINGS             ,"12240 L ST
OMAHA, NE
(41.212630622010806, -96.10487701146701)"
I     ,Beer/liquor on sale,BOGIES BAR & GRILL                  ,"3305 OLD MAPLE RD
OMAHA, NE
(41.28904601484044, -96.0766113200861)"
I     ,Beer/liquor on sale,BIG JOHN'S BILLIARDS                ,"9819 M STREET
OMAHA, NE
(41.21076902541017, -96.06747420826844)"
I     ,Beer/liquor on sale,BIG HORN MOUNTAIN BBQ               ,"2524 13TH ST
OMAHA, NE
(41.235745125325614, -95.93340423633784)"
I     ,Beer/liquor on sale,BOYD & CHARLIES' BBQ                ,"2706 MAIN STREET
OMAHA, NE
(41.283440737808405, -96.23684949039588)"
I     ,Beer/liquor on sale,BLUE AGAVE                          ,"13615 CALIFORNIA ST
OMAHA, NE
(41.265492770893104, -96.12771079779094)"
I     ,Beer/liquor on sale,BAILEY'S BREAKFAST & LUNCH          ,"1259 120 STREET
OMAHA, NE
(41.246753266953064, -96.10056784061096)"
I     ,Beer/liquor on sale,BOULDER CREEK AMUSEMENT             ,"14208 S STREET
OMAHA, NE
(41.20371834070045, -96.13568778419085)"
I     ,Beer/liquor on sale,BLUE LINE COFFEE                    ,"749 14TH STREET
OMAHA, NE
(41.26684482814122, -95.93436456347709)"
I     ,Beer/liquor on sale,BE'NE PIZZA & PASTA                 ,"12301 05 W MAPLE RD
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,BENSON GOLF COURSE                  ,"5333 72ND STREET
OMAHA, NE
(41.20431432053283, -96.02365501153965)"
I     ,Beer/liquor on sale,BREWSKY'S FOOD & SPIRITS            ,"15350 WEIR STREET
OMAHA, NE
(41.206338497574734, -96.15538956268531)"
I     ,Beer/liquor on sale,"CAPITOL, THE                        ","1011 CAPITOL AVENUE
OMAHA, NE
(41.26060945227397, -95.92976102592172)"
I     ,Beer/liquor on sale,CHIPOTLE MEXICAN GRILL              ,"201 72 STREET
OMAHA, NE
(41.261333959827454, -96.02382220610008)"
I     ,Beer/liquor on sale,CHIPOTLE MEXICAN GRILL              ,"2717 177 STREET
OMAHA, NE
(41.23395722992531, -96.19232819268542)"
I     ,Beer/liquor on sale,CHIPOTLE MEXICAN GRILL              ,"13203 CENTER ROAD
OMAHA, NE
(41.23398760011683, -96.11961314113046)"
I     ,Beer/liquor on sale,CHOO CHOO BAR & GRILL               ,"14238 40-42 U ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,"CHEESECAKE FACTORY, THE             ","10120 CALIFORNIA ST
OMAHA, NE
(41.264101516117165, -96.0698457456642)"
I     ,Beer/liquor on sale,CHUCK E CHEESE'S                    ,"225 76 STREET
OMAHA, NE
(41.26090138249108, -96.03138640831914)"
I     ,Beer/liquor on sale,CHILI'S GRILL & BAR                 ,"3202 143RD PLAZA
OMAHA, NE
(41.22998113758754, -96.13759899216724)"
I     ,Beer/liquor on sale,CASTLE-BARRETT                      ,"4330 32
LEAVENWORTH OMAHA, NE
"
I     ,Beer/liquor on sale,CLUB SEVILLE                        ,"3618 30 STREET
OMAHA, NE
(41.29157095508247, -95.95664812082788)"
I     ,Beer/liquor on sale,CLUB EQUIS                          ,"5017 24TH ST
OMAHA, NE
(41.208042328435695, -95.94698781438328)"
I     ,Beer/liquor on sale,"CLUB MEX, MEXICAN FOOD & BAR        ","3018 3022 NO 93RD ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,CALIFORNIA TACO                     ,"3235 CALIFORNIA ST
OMAHA, NE
(41.26471528925004, -95.96043790266339)"
I     ,Beer/liquor on sale,CLARION OMAHA                       ,"4888 118 STREET
OMAHA, NE
(41.20890564884117, -96.09865165135437)"
I     ,Beer/liquor on sale,CHINA BUFFET                        ,"731 737 NO 114TH ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,CHINA BUFFET                        ,"3605 147 STREET
OMAHA, NE
(41.291448793751314, -96.14354142250743)"
I     ,Beer/liquor on sale,CONNECTIONS                         ,"1901 LEAVENWORTH ST
OMAHA, NE
(41.25239864214649, -95.94125436145617)"
I     ,Beer/liquor on sale,CHANCE RIDGE EVENT CENTER           ,"508 SKYLINE DRIVE
OMAHA, NE
(41.25430213849634, -96.25590826983328)"
I     ,Beer/liquor on sale,CARRABBA'S ITALIAN GRILL            ,"14520 MAPLE ROAD
OMAHA, NE
(41.29231676720203, -96.1410420591605)"
I     ,Beer/liquor on sale,CRYSTAL JADE                        ,"7255 CEDAR STREET
OMAHA, NE
(41.24023081509006, -96.02543090339867)"
I     ,Beer/liquor on sale,CRUISERS BAR & GRILL                ,"8634 F STREET
OMAHA, NE
(41.22003290577078, -96.04594142900311)"
I     ,Beer/liquor on sale,COURTYARD BY MARRIOTT               ,"101 10 STREET
OMAHA, NE
(41.259675275706286, -95.92913897761476)"
I     ,Beer/liquor on sale,CARLOS O'KELLY'S                    ,"12930 MAPLE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,DEPADUA CLUB                        ,"2701 25 STREET
OMAHA, NE
(41.234231698008706, -95.94833926510125)"
I     ,Beer/liquor on sale,DOC'S LEGACY LOUNGE                 ,"3922 AMES AVENUE
OMAHA, NE
(41.299609243206746, -95.97122099061077)"
I     ,Beer/liquor on sale,DEUCE'S LOUNGE                      ,"12107 EMMET STREET
OMAHA, NE
(41.29028478780438, -96.10203297274258)"
I     ,Beer/liquor on sale,DC CENTRE                           ,"11830 STONEGATE CIR
OMAHA, NE
(41.28665381824254, -96.09833894031402)"
I     ,Beer/liquor on sale,DELTA HOUSE                         ,"3121 108TH ST
OMAHA, NE
(41.230372821972026, -96.08145736232572)"
I     ,Beer/liquor on sale,DON CARMELO'S PIZZERIA              ,"10821 PRAIRIE BROOK
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,DON & MILLIE'S                      ,"4430 FARNAM ST
OMAHA, NE
(41.25777658788172, -95.97989822905521)"
I     ,Beer/liquor on sale,DON & MILLIE'S                      ,"10727 CENTER RD
OMAHA, NE
(41.23413202213824, -96.0804012465023)"
I     ,Beer/liquor on sale,DON & MILLIE'S                      ,"8405 Q ST
OMAHA, NE
(41.20532812713293, -96.04395693720221)"
I     ,Beer/liquor on sale,DON & MILLIE'S                      ,"14321 HARRISON ST
OMAHA, NE
(41.190777096698866, -96.13792709604377)"
I     ,Beer/liquor on sale,DRAFTHOUSE                          ,"1203 180 STREET
OMAHA, NE
(41.269766390537015, -96.19630959099023)"
I     ,Beer/liquor on sale,EL BEE'S 2                          ,"10402 SO 144TH ST
OMAHA, NE
(41.155928368063485, -96.13962681467916)"
I     ,Beer/liquor on sale,EL POTRERO                          ,"2505 132 STREET
OMAHA, NE
(41.23579843988834, -96.11940522814584)"
I     ,Beer/liquor on sale,EL AGUILA RESTAURANT                ,"1837 VINTON ST
OMAHA, NE
(41.23254161173952, -95.94077772078066)"
I     ,Beer/liquor on sale,EL ALAMO                            ,"4917 SO 24TH ST
OMAHA, NE
(41.20911427287626, -95.94706398176544)"
I     ,Beer/liquor on sale,EL 7 MARES                          ,"5447 24 STREET
OMAHA, NE
(41.203309725014705, -95.94700010937957)"
I     ,Beer/liquor on sale,FOX & HOUND PUB & GRILLE            ,"17602 WRIGHT STREET
OMAHA, NE
(41.232605427740395, -96.19052033001779)"
I     ,Beer/liquor on sale,FOX & HOUND ENGLISH PUB & GRILLE    ,"504 512 N 120TH ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,FILM STREAMS                        ,"1340 MIKE FAHEY ST
OMAHA, NE
(41.265852499704806, -95.93343925302156)"
I     ,Beer/liquor on sale,FLORENCE CITY HALL                  ,"2864 STATE STREET
OMAHA, NE
(41.33661043742331, -95.95820963558634)"
I     ,Beer/liquor on sale,FUN PLEX                            ,"7003 Q ST
OMAHA, NE
(41.20527416781118, -96.02042167969546)"
I     ,Beer/liquor on sale,FINICKY FRANKS                      ,"9520 CALHOUN RD
OMAHA, NE
(41.34611832041274, -95.96537021804039)"
I     ,Beer/liquor on sale,FAMOUS DAVE'S                       ,"7051 AMES AVENUE
OMAHA, NE
(41.299280299533905, -96.02106919155653)"
I     ,Beer/liquor on sale,FAMOUS DAVE'S                       ,"12020 ANNE STREET
OMAHA, NE
(41.211317611848074, -96.10154052673829)"
I     ,Beer/liquor on sale,FINNEGAN'S PUB & GRILL              ,"4309 120 STREET
OMAHA, NE
(41.217760353188396, -96.10060429615211)"
I     ,Beer/liquor on sale,FIREBIRDS ROCKY MOUNTAIN GRILL      ,"17415 CHICAGO ST
OMAHA, NE
(41.26257896751815, -96.18727289579147)"
I     ,Beer/liquor on sale,FRANK'S PIZZERIA                    ,"711 132 STREET
OMAHA, NE
(41.25396729658131, -96.11952372977659)"
I     ,Beer/liquor on sale,FERNANDO'S                          ,"378 384 NO 114TH ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,FERNANDO'S ON PACIFIC               ,"7555 PACIFIC ST
OMAHA, NE
(41.24881034724956, -96.03072791015126)"
I     ,Beer/liquor on sale,GOLDBERGS II                        ,"5008 DODGE ST
OMAHA, NE
(41.25968315058378, -95.99099586289674)"
I     ,Beer/liquor on sale,GOLDEN PALACE                       ,"4040 132 STREET
OMAHA, NE
(41.22059128701983, -96.11965753166038)"
I     ,Beer/liquor on sale,GENJI JAPANESE STEAKHOUSE           ,"14505 CENTER RD
OMAHA, NE
(41.23374556879383, -96.14084486164751)"
I     ,Beer/liquor on sale,GENJI JAPANESE STEAKHOUSE           ,"14505 CENTER RD
OMAHA, NE
(41.23374556879383, -96.14084486164751)"
I     ,Beer/liquor on sale,GRISANTI'S                          ,"10875 DODGE RD
OMAHA, NE
(41.26195515776159, -96.08460862332515)"
I     ,Beer/liquor on sale,GERDA'S BAKERY                      ,"5180 LEAVENWORTH
OMAHA, NE
(41.25242648526614, -95.99529988323069)"
I     ,Beer/liquor on sale,GREAT RIVER BUFFET                  ,"346 SADDLE CRK RD
OMAHA, NE
(41.26117060675465, -95.98052873900076)"
I     ,Beer/liquor on sale,GRAND CHINA BUFFET                  ,"11226 CHICAGO CIRCLE
OMAHA, NE
(41.261643672607704, -96.08959753018922)"
I     ,Beer/liquor on sale,"HIVE LOUNGE, THE                    ","1951 ST MARYS AVE
OMAHA, NE
(41.254458089593584, -95.94174898857227)"
I     ,Beer/liquor on sale,HECTOR'S                            ,"1201 157 STREET
OMAHA, NE
(41.24535846625608, -96.15990557449133)"
I     ,Beer/liquor on sale,HECTOR'S                            ,"3007 83RD PLAZA
OMAHA, NE
(41.23230131881589, -96.04190553076452)"
I     ,Beer/liquor on sale,HUHOT MONGOLIAN GRILL               ,"710 NO 114TH ST
OMAHA, NE
(41.26654882360579, -96.09110979188016)"
I     ,Beer/liquor on sale,HUHOT MONGOLIAN GRILL               ,"990 72 STREET
OMAHA, NE
(41.26830606039558, -96.02396538850125)"
I     ,Beer/liquor on sale,HOLIDAY INN EXPRESS                 ,"17677 WRIGHT STREET
OMAHA, NE
(41.23255060495984, -96.19213822797002)"
I     ,Beer/liquor on sale,HILTON GARDEN INN                   ,"1005 DODGE STREET
OMAHA, NE
(41.25967415736352, -95.92987793778553)"
I     ,Beer/liquor on sale,MARU SUSHI KOREAN GRILL             ,"5032 108 STREET
OMAHA, NE
(41.20698929352187, -96.08150121076183)"
I     ,Beer/liquor on sale,HUNAN GARDEN CHINESE RESTAURANT     ,"5916 CENTER STREET
OMAHA, NE
(41.23786559815301, -96.0044407272348)"
I     ,Beer/liquor on sale,HOWARD'S CHARRO CAFE                ,"4443 13 STREET
OMAHA, NE
(41.215429789139414, -95.93324825716941)"
I     ,Beer/liquor on sale,INDIA GARDEN                        ,"2819 125TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,INDIAN OVEN                         ,"1010 HOWARD ST
OMAHA, NE
(41.25544734382578, -95.92979699880289)"
I     ,Beer/liquor on sale,INTERNATIONAL BUFFET                ,"4827 L ST
OMAHA, NE
(41.212483273533635, -95.98724951074765)"
I     ,Beer/liquor on sale,JESSE'S PLACE                       ,"2311 24 STREET
OMAHA, NE
(41.23785698932637, -95.94696436993041)"
I     ,Beer/liquor on sale,JACK AND MARY'S RESTAURANT          ,"655 114 STREET
OMAHA, NE
(41.26555889779391, -96.09090491720355)"
I     ,Beer/liquor on sale,"JAZZ, A LOUISIANA KITCHEN           ","1421 FARNAM STREET
OMAHA, NE
(41.257542764154095, -95.93558863267157)"
I     ,Beer/liquor on sale,J C MANDARIN                        ,"843 847 N 98 ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,J.C. MANDARIN                       ,"2859 168TH STREET
OMAHA, NE
(41.23205382263747, -96.17675988369771)"
I     ,Beer/liquor on sale,JADE GARDEN                         ,"2068 NO 117TH AVE
OMAHA, NE
(41.278326834157774, -96.09830199508731)"
I     ,Beer/liquor on sale,JAMS                                ,"7814 DODGE STREET
OMAHA, NE
(41.25975720862157, -96.03567452105375)"
I     ,Beer/liquor on sale,JOHNNY GOODMAN GOLF COURSE          ,"6111 99 STREET
OMAHA, NE
(41.197439069192825, -96.06851951403067)"
I     ,Beer/liquor on sale,JIM & JENNIE'S GREEK VILLAGE        ,"3026 NO 90TH ST
OMAHA, NE
(41.28655922986403, -96.0527623131553)"
I     ,Beer/liquor on sale,KATIE'S RESTAURANT & TAVERNA        ,"119 SO 40TH ST
OMAHA, NE
(41.259026645502445, -95.97333317824132)"
I     ,Beer/liquor on sale,KELLY INN - OMAHA                   ,"4706 108TH STREET
OMAHA, NE
(41.212330944027755, -96.08160190823351)"
I     ,Beer/liquor on sale,KONA GRILL                          ,"295 170 STREET
OMAHA, NE
(41.26076729047068, -96.18137109495424)"
I     ,Beer/liquor on sale,KRACKY MCGEE'S                      ,"4501 ABBOTT DRIVE
OMAHA, NE
(41.29515750647259, -95.90063127411452)"
I     ,Beer/liquor on sale,KOREA KING                          ,"4719 SO 96TH ST
OMAHA, NE
(41.21143785818628, -96.06211279036137)"
I     ,Beer/liquor on sale,LA CASITA TAQUERIA Y RESTAURANT     ,"1328 PARK AVE
OMAHA, NE
(41.245986476077576, -95.95574243934817)"
I     ,Beer/liquor on sale,LA COSTA EL SOL                     ,"4456 SO 84TH STREET
OMAHA, NE
(41.215272253225386, -96.0431732143542)"
I     ,Beer/liquor on sale,LOUIS M'S                           ,"1718 VINTON ST
OMAHA, NE
(41.233629791395, -95.93939276485554)"
I     ,Beer/liquor on sale,LA CONCORDIA RESTAURANT             ,"2102 Q STREET
OMAHA, NE
(41.205652746522276, -95.94302411342896)"
I     ,Beer/liquor on sale,LATINO RESTAURANT                   ,"10841 Q STREET
OMAHA, NE
(41.205292154251765, -96.0835630793726)"
I     ,Beer/liquor on sale,LOTHROP SOCIAL HALL                 ,"3232 NO 24TH ST
OMAHA, NE
(41.288857157214295, -95.94700102922337)"
I     ,Beer/liquor on sale,LONE STAR STEAKHOUSE & SALOON       ,"17501 CENTER ROAD
OMAHA, NE
(41.23403470624914, -96.18865758638997)"
I     ,Beer/liquor on sale,MAHOGANY PRIME STEAKHOUSE           ,"13665 CALIFORNIA ST
OMAHA, NE
(41.26581652682364, -96.12843924863466)"
I     ,Beer/liquor on sale,MAGNOLIA HOTEL                      ,"1615 HOWARD STREET
OMAHA, NE
(41.25549230992726, -95.93816968689566)"
I     ,Beer/liquor on sale,MAI THAI                            ,"14618 CENTER RD
OMAHA, NE
(41.23401195490443, -96.14306003269428)"
I     ,Beer/liquor on sale,MATSU SUSHI                         ,"1009 FARNAM STREET
OMAHA, NE
(41.25755175737436, -95.92979699880289)"
I     ,Beer/liquor on sale,MILLARD ROADHOUSE                   ,"13325 MILLARD AVE
OMAHA, NE
(41.21031037117524, -96.12325016052563)"
I     ,Beer/liquor on sale,MIMI'S CAFE                         ,"301 175TH PLAZA
OMAHA, NE
(41.260973160757494, -96.18761924081367)"
I     ,Beer/liquor on sale,MIRACLE HILL GOLF AND TENNIS CENTER ,"1516 115 PLZ
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,NITE HAWKES CAFE                    ,"4825 NO 16TH ST
OMAHA, NE
(41.30319235036137, -95.93733331740845)"
I     ,Beer/liquor on sale,NOODLES & COMPANY 7101              ,"203 72 STREET
OMAHA, NE
(41.26134488977287, -96.02382246227069)"
I     ,Beer/liquor on sale,NATURAL KIND CAFE                   ,"302 SO 38TH ST
OMAHA, NE
(41.25750679127293, -95.96900743928035)"
I     ,Beer/liquor on sale,OUTBACK STEAKHOUSE                  ,"7605 CASS STREET
OMAHA, NE
(41.263289431921294, -96.03194199489076)"
I     ,Beer/liquor on sale,NEWMAN'S PASTA CAFE                 ,"2559 171ST CT
OMAHA, NE
(41.2354486189313, -96.18363202248818)"
I     ,Beer/liquor on sale,NORTH STAR BAR                      ,"8509 30TH ST
OMAHA, NE
(41.337297785931376, -95.96060910772597)"
I     ,Beer/liquor on sale,O J'S CAFE                          ,"9201 NO 30TH ST
OMAHA, NE
(41.343895665407445, -95.96257728677085)"
I     ,Beer/liquor on sale,OUTBACK STEAKHOUSE                  ,"2414 132 STREET
OMAHA, NE
(41.23643409906949, -96.11958774370046)"
I     ,Beer/liquor on sale,OLIVE GARDEN ITALIAN 1302           ,"7505 DODGE STREET
OMAHA, NE
(41.25968315058378, -96.02910013727819)"
I     ,Beer/liquor on sale,OLD CHICAGO                         ,"2643 144 STREET
OMAHA, NE
(41.28316342524609, -96.13875066317448)"
I     ,Beer/liquor on sale,OLD CHICAGO                         ,"1109 11 HARNEY ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,OLD CHICAGO                         ,"425 78 STREET
OMAHA, NE
(41.26281952563678, -96.03733596400184)"
I     ,Beer/liquor on sale,OMAHA CIVIC AUDITORIUM              ,"1804 CAPITOL AVENUE
OMAHA, NE
(41.260672404816034, -95.94058886315452)"
I     ,Beer/liquor on sale,OMAHA COUNTRY CLUB                  ,"6900 COUNTRY CLUB RD
OMAHA, NE
(41.32775283498154, -96.0190726966515)"
I     ,Beer/liquor on sale,ORPHEUM THEATRE                     ,"409 16 STREET
OMAHA, NE
(41.26276215432065, -95.93703604777622)"
I     ,Beer/liquor on sale,PAPA CHRIS'S CHICAGO ORIGINALS      ,"7024 MAPLE STREET
OMAHA, NE
(41.28506201825064, -96.02125804918268)"
I     ,Beer/liquor on sale,OUR LADY OF GUADALUPE CHURCH        ,"5005 SO 23RD ST
OMAHA, NE
(41.20820343562089, -95.94548558570978)"
I     ,Beer/liquor on sale,P F CHANG'S CHINA BISTRO            ,"10150 CALIFORNIA ST
OMAHA, NE
(41.264092311708566, -96.07009426469654)"
I     ,Beer/liquor on sale,PIPELINE                            ,"1300 72 STREET
OMAHA, NE
(41.27150940726365, -96.02393981832898)"
I     ,Beer/liquor on sale,PACIFIC SPRINGS GOLF CLUB           ,"16810 HARNEY STREET
OMAHA, NE
(41.2558503350902, -96.17726978647595)"
I     ,Beer/liquor on sale,"PIZZA PLACE, THE                    ","1904 168TH ST
OMAHA, NE
(41.276715969202655, -96.17730512619288)"
I     ,Beer/liquor on sale,PIZZA HUT                           ,"4925 L STREET
OMAHA, NE
(41.21252270336731, -95.989161245957)"
I     ,Beer/liquor on sale,PIZZA HUT                           ,"13838 R PLAZA
OMAHA, NE
(41.204581689848624, -96.13052567574266)"
I     ,Beer/liquor on sale,PETROW'S RESTAURANT                 ,"5914 CENTER STREET
OMAHA, NE
(41.23786559815301, -96.0040090526607)"
I     ,Beer/liquor on sale,PLATTEVIEW COUNTRY CLUB             ,"4215 PLATTEVIEW RD
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,"PLAYERS CLUB GOLF COURSE, THE       ","12101 DEER CREEK DR
OMAHA, NE
(41.32751156258802, -96.10200619053968)"
I     ,Beer/liquor on sale,PANDA HOUSE CHINESE RESTAURANT      ,"14459 CENTER ROAD
OMAHA, NE
(41.2337293940615, -96.13995525136897)"
I     ,Beer/liquor on sale,PRAIRIE LIFE CENTER                 ,"8525 Q STREET
OMAHA, NE
(41.20532812713293, -96.04501813719679)"
I     ,Beer/liquor on sale,RUBY TUESDAY                        ,"10311 PACIFIC STREET
OMAHA, NE
(41.24865659904577, -96.07353176059632)"
I     ,Beer/liquor on sale,RUBY TUESDAY                        ,"16831 LAKESIDE PLAZA
OMAHA, NE
(41.23746787001396, -96.1774616096195)"
I     ,Beer/liquor on sale,ROOKIES BAR AND GRILL               ,"1702 120 STREET
OMAHA, NE
(41.242786108041216, -96.10076394498749)"
I     ,Beer/liquor on sale,RIVER CITY LIFE CENTER              ,"2275 132 STREET
OMAHA, NE
(41.2373212866452, -96.11943716605543)"
I     ,Beer/liquor on sale,RESIDENCE INN OMAHA                 ,"6990 DODGE ST
OMAHA, NE
(41.25969300726291, -96.02043393215547)"
I     ,Beer/liquor on sale,RED LOBSTER RESTAURANT 0414         ,"2707 140 STREET
OMAHA, NE
(41.233733476680044, -96.13380344779655)"
I     ,Beer/liquor on sale,ROLLING RIVER                       ,"151 FREEDOM PARK RD
OMAHA, NE
(41.273078640260714, -95.91915881490796)"
I     ,Beer/liquor on sale,ROMA'S PIZZA & SUBS                 ,"2647 159 PLAZA
OMAHA, NE
(41.234712714482995, -96.1637954007419)"
I     ,Beer/liquor on sale,ROMEO'S MEXICAN FOOD & PIZZA        ,"9555 L ST
OMAHA, NE
(41.21242377794408, -96.06086419135306)"
