RestaurantName,Rating,InspectionDate,Location 1
FIELD CLUB OF OMAHA,STANDARD,03/24/2011 12:00 AM,"3615 WOOLWORTH AVE
Omaha, NE
(41.24515851875751, -95.96665091090787)"
FIELD CLUB SCHOOL,SUPERIOR,06/23/2011 12:00 AM,"3512 WALNUT ST
Omaha, NE
(41.24241616762123, -95.96495149692822)"
FILM STREAMS INC,EXCELLENT,01/14/2010 12:00 AM,"1340 WEBSTER
Omaha, NE
(41.26590732248536, -95.93364655592113)"
FINICKY FRANKS,EXCELLENT,04/08/2011 12:00 AM,"9520 CALHOUN RD
Omaha, NE
(41.34611832041274, -95.96537021804039)"
FINNEGAN'S,EXCELLENT,04/07/2011 12:00 AM,"4309 SO 120 ST
Omaha, NE
(41.216308849110646, -96.10067717759017)"
FIREBIRDS,EXCELLENT,02/23/2010 12:00 AM,"17415 CHICAGO
Omaha, NE
(41.26250392970868, -96.18670359167555)"
FIRE FIGHTERS HALL,EXCELLENT,08/30/2010 12:00 AM,"6005 GROVER ST
Omaha, NE
(41.22695682193756, -96.00555588655112)"
FIRE RIDGE ELEM,SUPERIOR,10/19/2010 12:00 AM,"19660 FARNAM ST
Omaha, NE
(41.256648181145756, -96.22406622483801)"
FIRST DATA RESOURCES,EXCELLENT,05/03/2011 12:00 AM,"7301 PACIFIC ST
Omaha, NE
(41.24879236080898, -96.02618633390324)"
FIRST DATA RESOURCES,EXCELLENT,04/07/2011 12:00 AM,"6855 PACIFIC ST
Omaha, NE
(41.24869257192694, -96.02034856817528)"
FIVE GUYS BURGER & FRIES,EXCELLENT,05/27/2011 12:00 AM,"697 NO 132 ST
Omaha, NE
(41.26660046058985, -96.11945554043083)"
FIVE GUYS BURGER & FRIES,STANDARD,08/20/2010 12:00 AM,"7345 DODGE ST
Omaha, NE
(41.25964717770262, -96.02624029322504)"
FLASHBACKS,EXCELLENT,05/21/2010 12:00 AM,"3015 SO 83 PLZ
Omaha, NE
(41.23222470937624, -96.04190553076452)"
FLAT IRON CAFE,EXCELLENT,09/13/2010 12:00 AM,"1722 ST MARYS AVE
Omaha, NE
(41.25531244552138, -95.93888914451912)"
FLAVORS RESTAURANT,STANDARD,06/25/2010 12:00 AM,"1901 FARNAM ST
Omaha, NE
(41.25757873703526, -95.9414612055229)"
FLEMING PRIME STEAKHOUSE,EXCELLENT,01/27/2010 12:00 AM,"140 REGENCY PRKY
Omaha, NE
(41.257835374036254, -96.07378478468729)"
FLIXX,EXCELLENT,06/14/2011 12:00 AM,"1015 SO 10 ST
Omaha, NE
(41.249863329630884, -95.9292487692774)"
FLORENCE FOOD MART,EXCELLENT,05/09/2011 12:00 AM,"9516 CALHOUN AVE
Omaha, NE
(41.34606704033852, -95.96532826161602)"
FLORENCE MULTI-PUR SENIOR CT,EXCELLENT,07/08/2010 12:00 AM,"2920 BONDESSON ST
Omaha, NE
(41.340118512884374, -95.96061676474699)"
FLORENCE SCHOOL CAFETERIA,EXCELLENT,06/20/2011 12:00 AM,"7902 NO 36 ST
Omaha, NE
(41.33117925191317, -95.96865670368896)"
FONTENELLE SCH CAFETERIA,EXCELLENT,06/24/2011 12:00 AM,"3905 NO 52 ST
Omaha, NE
(41.29422111955651, -95.99500520216516)"
FOOD BANK (THE),EXCELLENT,01/31/2011 12:00 AM,"10525 J ST
Omaha, NE
(41.21423141522297, -96.07774446584301)"
FOOD COURT,STANDARD,06/27/2011 12:00 AM,"3428 SO 42 ST
Omaha, NE
(41.22737051007107, -95.97585127992335)"
FORGOT STORE (THE),STANDARD,04/07/2011 12:00 AM,"11909 CALHOUN RD
Omaha, NE
(41.3676925553717, -95.9832906040058)"
FORTY AND EIGHT CLUB,EXCELLENT,05/04/2011 12:00 AM,"3113 SO 70 ST
Omaha, NE
(41.23042820497068, -96.02157281189295)"
FOUNTAIN VIEW INDEPENDENT LIVING,EXCELLENT,03/23/2010 12:00 AM,"5710 SO 108TH ST
Omaha, NE
(41.20298089663646, -96.08142269294285)"
FOUR ACES KWIK STOP,EXCELLENT,06/14/2011 12:00 AM,"6602 NO 30 ST
Omaha, NE
(41.31840672072422, -95.95662482378403)"
FOUR ACES SNACKS & TOBACCO,STANDARD,05/23/2011 12:00 AM,"2408 LEAVENWORTH ST
Omaha, NE
(41.252463415561756, -95.94717069373053)"
FOURSOMES GRILL GOLF & SPIRITS,STANDARD,04/08/2011 12:00 AM,"3510 NO 167 CIR
Omaha, NE
(41.290709760594666, -96.1761842551702)"
FOX HOLLOW COFFEE,EXCELLENT,06/13/2011 12:00 AM,"1919 PAPILLION PKY
Omaha, NE
(41.2780220008325, -96.09135804301165)"
FOX & HOUND ENG PUB & GRILL,FAIR,03/16/2011 12:00 AM,"506 NO 120 ST
Omaha, NE
(41.263554053652754, -96.10064219298035)"
FOX & HOUND ENG PUB & GRILL,FAIR,04/21/2011 12:00 AM,"17602 WRIGHT
Omaha, NE
(41.2327769154576, -96.18207980260783)"
FRANKLIN SCHOOL CAFETERIA,SUPERIOR,06/17/2011 12:00 AM,"3506 FRANKLIN ST
Omaha, NE
(41.274658511536515, -95.96467188073203)"
FRANK'S FOOD STORE,EXCELLENT,09/21/2010 12:00 AM,"5170 Q ST
Omaha, NE
(41.20527416781118, -95.9957892493129)"
FRANK'S PIZZARIA,EXCELLENT,03/02/2011 12:00 AM,"711 NO 132 ST
Omaha, NE
(41.266735257362285, -96.11944711563255)"
FRATERNAL ORDER EAGLE #154,STANDARD,03/23/2010 12:00 AM,"6607 SUNSHINE DR
Omaha, NE
(41.192872517027126, -95.97806361211542)"
FRIENDSHIP PROGRAM INC,EXCELLENT,05/18/2011 12:00 AM,"7315 MAPLE ST
Omaha, NE
(41.285008058928895, -96.02592553051477)"
FSI NUTRITION,EXCELLENT,07/14/2011 12:00 AM,"2132 SO 156
Omaha, NE
(41.260689999643944, -95.94059000012828)"
FUDDRUCKERS,EXCELLENT,07/14/2011 12:00 AM,"16920 WRIGHT PLZ
Omaha, NE
(41.23303544714501, -96.17831936612394)"
FUDDRUCKERS,STANDARD,01/28/2010 12:00 AM,"7059 DODGE ST
Omaha, NE
(41.25960221160119, -96.02347937459507)"
FUJI FOODS,EXCELLENT,03/01/2011 12:00 AM,"12500 K PLZ
Omaha, NE
(41.213413032176334, -96.10940959449471)"
FULLERTON MAGNET CENTER,SUPERIOR,04/19/2011 12:00 AM,"4711 NO 138 ST
Omaha, NE
(41.30163946078686, -96.13026504751451)"
FULLHOUSE BAR,EXCELLENT,03/28/2011 12:00 AM,"6135 MILITARY AVE
Omaha, NE
(41.28615919112639, -96.00894633060159)"
FUNNYBONE COMEDY CLUB,STANDARD,07/22/2011 12:00 AM,"17305 DAVENPORT STE 201
Omaha, NE
(41.2609108695486, -96.1849613585206)"
FUN PLEX (seasonal),STANDARD,07/22/2011 12:00 AM,"7003 Q ST
Omaha, NE
(41.20527416781118, -96.02042167969546)"
FUZZY'S NOW,EXCELLENT,03/02/2011 12:00 AM,"4024 NO 24 ST
Omaha, NE
(41.29580891650079, -95.94697404956253)"
GALLUP CONTEMPORARY FOOD MANAGEMENT,EXCELLENT,03/03/2010 12:00 AM,"1001 GALLUP DR
Omaha, NE
(41.26990844205693, -95.92289919883814)"
GANDOLFO'S DELI,EXCELLENT,03/03/2011 12:00 AM,"6303 CENTER ST STE 102
Omaha, NE
(41.23789257781385, -96.01002551703675)"
GANDOLFO'S DELI,EXCELLENT,08/02/2011 12:00 AM,"11901 PACIFIC ST
Omaha, NE
(41.2486664557249, -96.09910336403891)"
GATOR O'MALLEY'S,EXCELLENT,03/07/2011 12:00 AM,"12143 W CENTER RD
Omaha, NE
(41.23393000251322, -96.10247319170465)"
GENEAUX'S LOUNGE,STANDARD,09/10/2010 12:00 AM,"5051 SO 108 ST
Omaha, NE
(41.20754797678272, -96.08135009429802)"
GENJI JAPANESE STEAKHOUSE,SUPERIOR,06/06/2011 12:00 AM,"14529 W CENTER RD
Omaha, NE
(41.23375213546148, -96.14130865579253)"
GEORGE NORRIS ELEM SCHOOL,SUPERIOR,01/21/2011 12:00 AM,"12424 WEIR ST
Omaha, NE
(41.2057508084867, -96.1074580656911)"
GEORGETOWN CLUB (THE),EXCELLENT,03/03/2011 12:00 AM,"2440 SO 141 CIR
Omaha, NE
(41.23689433036134, -96.13540899436174)"
GEORGE W NORRIS JR HI CAFTERIA,EXCELLENT,05/06/2011 12:00 AM,"2235 SO 46 ST
Omaha, NE
(41.23697103450359, -95.98172289560932)"
GEORGIA WHEELER ELEMENTARY,SUPERIOR,02/07/2011 12:00 AM,"6707 SO 178 ST
Omaha, NE
(41.191271723814964, -96.19453042456792)"
GERDAS BAKERY INC,STANDARD,04/01/2011 12:00 AM,"5180 LEAVENWORTH ST
Omaha, NE
(41.25237166248559, -95.9953395882983)"
GERMAN AMERICAN SOCIETY,EXCELLENT,05/12/2011 12:00 AM,"3717 SO 120 ST
Omaha, NE
(41.22354839144651, -96.1007491233525)"
GETAWAY LOUNGE,STANDARD,12/13/2010 12:00 AM,"4745 SO 96 ST
Omaha, NE
(41.211187842165536, -96.06210729550375)"
GET N GO,STANDARD,06/10/2010 12:00 AM,"1706 NO 24 ST
Omaha, NE
(41.27492665898046, -95.9470370021046)"
GILDER SCHOOL CAFETERIA,SUPERIOR,04/27/2011 12:00 AM,"3705 CHANDLER RD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GIRLS INC OF OMAHA,EXCELLENT,01/24/2011 12:00 AM,"2811 NO 45 ST
Omaha, NE
(41.28406377079813, -95.9805277544757)"
GLOBAL FOODS INC,FAIR,05/04/2010 12:00 AM,"1533 NO SADDLE CREEK
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GLOBAL GATHERINGS,STANDARD,03/29/2011 12:00 AM,"12100 W CENTER RD
Omaha, NE
(41.23414909938711, -96.10197548382024)"
G & M SMOOTHIES,EXCELLENT,05/19/2011 12:00 AM,"1003 BRYAN MAWR DR
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GODFATHER'S PIZZA,EXCELLENT,02/18/2010 12:00 AM,"2951 FARNAM ST
Omaha, NE
(41.25766866923817, -95.95606619527877)"
GODFATHER'S PIZZA,STANDARD,04/06/2010 12:00 AM,"14139 Q ST
Omaha, NE
(41.20528042887143, -96.13485744630486)"
GODFATHER'S PIZZA,STANDARD,07/21/2010 12:00 AM,"10808 Q ST
Omaha, NE
(41.205391079674996, -96.08285261496945)"
GODFATHER'S PIZZA,STANDARD,02/07/2011 12:00 AM,"12275 W CENTER RD
Omaha, NE
(41.23393374707297, -96.10405339592197)"
GODFATHER'S PIZZA,STANDARD,04/06/2011 12:00 AM,"2310 NO 90 ST
Omaha, NE
(41.27980997759954, -96.05270734054733)"
GODFATHER'S PIZZA,STANDARD,04/11/2011 12:00 AM,"2117 SO 67 ST
Omaha, NE
(41.23976416902083, -96.01455950527945)"
GODFATHER'S PIZZA,EXCELLENT,05/04/2011 12:00 AM,"7403 NO 30 ST
Omaha, NE
(41.32714129600163, -95.95783785967649)"
GODFATHER'S PIZZA,FAIR,06/22/2011 12:00 AM,"6305 AMES AVE
Omaha, NE
(41.29946915716005, -96.00965679500473)"
GODFATHER'S PIZZA,STANDARD,06/29/2011 12:00 AM,"17935 WELCH PLZ
Omaha, NE
(41.20646127288984, -96.19549269913927)"
GODFATHER'S PIZZA,STANDARD,07/01/2011 12:00 AM,"5010 GROVER ST
Omaha, NE
(41.227016829708006, -95.99064980519812)"
GODFATHER'S PIZZA,STANDARD,07/11/2011 12:00 AM,"2851 SO 168 ST
Omaha, NE
(41.23259557106127, -96.17683176703133)"
GODFATHER'S PIZZA,STANDARD,07/28/2011 12:00 AM,"101 HILLRISE DR
Omaha, NE
(41.284661734255835, -96.2343619344562)"
GODFATHER'S PIZZA,EXCELLENT,06/30/2011 12:00 AM,"3141 NO 108 ST
Omaha, NE
(41.2867977097672, -96.08144967260375)"
GODFATHER'S PIZZA #28028,EXCELLENT,04/01/2011 12:00 AM,"15324 MAPLE ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GODFATHER'S PIZZA (TEST KITCHEN),EXCELLENT,06/30/2011 12:00 AM,"2808 NO 108 ST
Omaha, NE
(41.284738262320104, -96.08147665226466)"
GOLDBERGS,EXCELLENT,06/28/2011 12:00 AM,"2936-40 SO 132 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GOLDBERGS II,STANDARD,06/21/2010 12:00 AM,"5008 DODGE ST
Omaha, NE
(41.25968315058378, -95.99099586289674)"
GOLDEEZ,STANDARD,01/03/2011 12:00 AM,"5502 NO 193 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GOLDEN CHINA INC,EXCELLENT,03/15/2011 12:00 AM,"6559 AMES AVE
Omaha, NE
(41.29948714360063, -96.01394656108448)"
GOLDEN CORRAL,EXCELLENT,04/27/2011 12:00 AM,"6006 NO 72 ST
Omaha, NE
(41.31357052657944, -96.02392903560974)"
GOLDEN PALACE,STANDARD,02/28/2011 12:00 AM,"4040 NO 132 ST
Omaha, NE
(41.2938355971201, -96.11971428182872)"
GOLDEN PALACE EXPRESS,STANDARD,05/24/2010 12:00 AM,"319 NO 84 ST
Omaha, NE
(41.26251608038058, -96.0428947504279)"
GOLD MOUNTAIN RESTAURANT,STANDARD,10/27/2010 12:00 AM,"15505 RUGGLES ST 105
Omaha, NE
(41.29635750293869, -96.15762224848544)"
GOMEZ ELEMENTARY,SUPERIOR,10/28/2010 12:00 AM,"5101 SO 17
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GOODIES,STANDARD,07/14/2011 12:00 AM,"2475 NO 90 ST
Omaha, NE
(41.281608621658165, -96.05253646936177)"
GOODNIGHTS PIZZA,STANDARD,02/16/2010 12:00 AM,"1302 MIKE FAHEY ST
Omaha, NE
(41.26590732248536, -95.93315486538351)"
GORATS STEAK HOUSE,EXCELLENT,05/18/2011 12:00 AM,"4917 CENTER ST
Omaha, NE
(41.24155281847311, -95.98864863240027)"
GQ BBQ SOUTHERN CUISINE,EXCELLENT,06/03/2011 12:00 AM,"3002 NO 16 ST
Omaha, NE
(41.28618617078729, -95.93739626995045)"
GRACE ABBOTT ELEMENTARY,SUPERIOR,02/08/2011 12:00 AM,"1313 NO 156 ST
Omaha, NE
(41.271536214929995, -96.15806291627979)"
GRACE UNIVERSITY,EXCELLENT,10/19/2010 12:00 AM,"1311 SO 9 ST
Omaha, NE
(41.245797618451434, -95.92819620559072)"
GRAND CHINA BUFFET,STANDARD,03/18/2010 12:00 AM,"11226 CHICAGO ST
Omaha, NE
(41.2616958744945, -96.08960752483446)"
GRAND FORTUNE CHINESE REST,STANDARD,02/22/2011 12:00 AM,"17330 W CENTER RD
Omaha, NE
(41.23419636427343, -96.18533036020818)"
GRANDPA'S C-MART,EXCELLENT,05/18/2010 12:00 AM,"5018 UNDERWOOD AXE
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GRANITE CITY,EXCELLENT,06/23/2010 12:00 AM,"1001 NO 102 ST
Omaha, NE
(41.267731298546124, -96.07140824982702)"
GRANT STREET BAR & GRILL,EXCELLENT,07/13/2011 12:00 AM,"8919 GRANT ST
Omaha, NE
(41.27952292430378, -96.05107166197665)"
GRATTON WAREHOUSE CO,EXCELLENT,07/18/2011 12:00 AM,"9995 I ST
Omaha, NE
(41.21623690334832, -96.06808574724835)"
GREAT DRAGON CHINESE REST,STANDARD,03/17/2010 12:00 AM,"3419 L ST
Omaha, NE
(41.21220258324567, -95.96435273022547)"
GREAT ESCAPE THEATER,EXCELLENT,05/25/2011 12:00 AM,"7440 CROWN PT
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GREAT HARVEST BREAD CO,EXCELLENT,01/13/2010 12:00 AM,"15623 W DODGE RD
Omaha, NE
(41.26160509762002, -96.15856972682705)"
GREAT HARVEST BREAD CO,EXCELLENT,06/14/2011 12:00 AM,"10918 ELM ST
Omaha, NE
(41.23275804744909, -96.08284391033644)"
GREAT HARVEST BREAD CO,EXCELLENT,03/23/2010 12:00 AM,"4910 UNDERWOOD AVE
Omaha, NE
(41.2650790827596, -95.98879252392499)"
GREAT WALL,STANDARD,04/14/2011 12:00 AM,"1016 NO 204 ST
Omaha, NE
(41.26804507130254, -96.23464320200344)"
GREAT WALL EXPRESS (THE),STANDARD,06/13/2011 12:00 AM,"3033 SO 84 ST
Omaha, NE
(41.2307699473418, -96.043120567715)"
GREAT WRAPS,STANDARD,04/06/2010 12:00 AM,"10000 CALIFORNIA
Omaha, NE
(41.264523028662666, -96.06701102755102)"
GREEK ISLANDS (THE),EXCELLENT,05/24/2011 12:00 AM,"3821 CENTER ST
Omaha, NE
(41.241525838812265, -95.96918730368623)"
GREENBELLY,EXCELLENT,04/05/2011 12:00 AM,"12355 W CENTER RD, STE 235
Omaha, NE
(41.233989520206705, -96.10681055383003)"
GREENBERG FRUIT CO INC,EXCELLENT,06/23/2011 12:00 AM,"9705 I ST
Omaha, NE
(41.21624589656864, -96.06489315404434)"
GREEN LAND,STANDARD,02/04/2011 12:00 AM,"4087 SO 84 ST
Omaha, NE
(41.220093115861914, -96.04294058373739)"
GRETCHEN REEDER ELEMENTARY,SUPERIOR,02/24/2011 12:00 AM,"19202 CHANDLER ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
GRISANTI'S,STANDARD,01/20/2010 12:00 AM,"10875 W DODGE RD
Omaha, NE
(41.26201239463967, -96.08455233360485)"
GROVER LITTLE LEAGUE,EXCELLENT,05/05/2011 12:00 AM,"6402 GROVER ST
Omaha, NE
(41.22701164471812, -96.01129803202987)"
GROVERS INN,EXCELLENT,07/20/2011 12:00 AM,"3505 SO 42 ST
Omaha, NE
(41.226740984650576, -95.97585127992335)"
GUACA MAYA,STANDARD,06/28/2010 12:00 AM,"5002 SO 33 ST
Omaha, NE
(41.20925816440098, -95.96296399524346)"
GYRO AND MORE,FAIR,05/27/2010 12:00 AM,"10000 CALIFORNIA, STE 24
Omaha, NE
(41.264523028662666, -96.06701102755102)"
HALAL GROCERY INC,STANDARD,06/07/2011 12:00 AM,"3801 Q ST
Omaha, NE
(41.205391079674996, -95.97130071045507)"
HAMILTON CONV FOOD MART,STANDARD,01/04/2010 12:00 AM,"4901 HAMILTON ST
Omaha, NE
(41.27218372679107, -95.98784823579422)"
HAMPTON INN,EXCELLENT,06/08/2010 12:00 AM,"1212 CUMING ST
Omaha, NE
(41.26809181155778, -95.93214422929935)"
HAMPTON INN,EXCELLENT,02/02/2010 12:00 AM,"9720 W DODGE RD
Omaha, NE
(41.26349627598802, -96.06515395743281)"
HAMPTON INN,EXCELLENT,01/06/2011 12:00 AM,"17606 ARBOR PLZ
Omaha, NE
(41.236093933755285, -96.19000683476054)"
HANG OUT LOUNGE,STANDARD,11/10/2010 12:00 AM,"14901 INDUSTRIAL RD
Omaha, NE
(41.22970874734722, -96.14700125531942)"
HAPPY BAR,STANDARD,05/05/2010 12:00 AM,"601 NO 16 ST
Omaha, NE
(41.26501613021753, -95.9371174801214)"
HAPPY FAMILY,STANDARD,03/24/2011 12:00 AM,"2316 NO 72 ST
Omaha, NE
(41.279769393268914, -96.02396696736834)"
HAPPY HOLLOW CLUB,STANDARD,07/21/2011 12:00 AM,"1701 SO 105 ST
Omaha, NE
(41.24199348626746, -96.07658434042526)"
HARDEE'S,EXCELLENT,06/13/2011 12:00 AM,"12424 L ST
Omaha, NE
(41.212612635570224, -96.10702639111702)"
HARDEE'S,EXCELLENT,07/26/2011 12:00 AM,"3225 L ST
Omaha, NE
(41.21226189997884, -95.96195675457068)"
HARKERT'S BAR-B-QUE,STANDARD,04/27/2011 12:00 AM,"4865 CENTER ST
Omaha, NE
(41.24155281847311, -95.98744354088103)"
HAROLD'S BAR,EXCELLENT,02/28/2011 12:00 AM,"8558 BLONDO ST
Omaha, NE
(41.27784046235536, -96.04741033379474)"
HAROLD'S KOFFEE HOUSE,EXCELLENT,04/20/2011 12:00 AM,"8327 NO 30 ST
Omaha, NE
(41.335846733245205, -95.96025703593529)"
HARRISON SCHOOL CAFETERIA,SUPERIOR,05/12/2011 12:00 AM,"5304 HAMILTON ST
Omaha, NE
(41.27229164543462, -95.99721917133951)"
HARRY ANDERSEN MIDDLE SCHOOL,SUPERIOR,02/18/2011 12:00 AM,"15404 ADAMS ST
Omaha, NE
(41.19541759837006, -96.15376415697978)"
HARTLAND BAR-B-QUE,EXCELLENT,04/09/2011 12:00 AM,"5402 NW RADIAL HWY
Omaha, NE
(41.28504403181006, -95.99768681879476)"
HARTMAN ELEMENTARY,SUPERIOR,06/28/2011 12:00 AM,"5530 NO 66 ST
Omaha, NE
(41.30940666558382, -96.01418937803243)"
HARVEY OAKS ELEMENTARY,SUPERIOR,02/15/2011 12:00 AM,"15228 SHIRLEY ST
Omaha, NE
(41.240480899938994, -96.1500933613545)"
HAVANA GARAGE,EXCELLENT,08/27/2010 12:00 AM,"1008 HOWARD ST
Omaha, NE
(41.255502166606334, -95.92939370981348)"
HEARTLAND CAFÉ & CATERING,STANDARD,03/08/2011 12:00 AM,"113 NO MAIN ST
Omaha, NE
(41.28197835192127, -96.23718905316454)"
HECTOR'S RESTAURANT,EXCELLENT,05/12/2011 12:00 AM,"3007 SO 83 PLZ
Omaha, NE
(41.23230131881589, -96.04190553076452)"
HECTOR'S RESTAURANT,STANDARD,06/13/2011 12:00 AM,"1201 SO 157 ST
Omaha, NE
(41.24535846625608, -96.15990557449133)"
HELADERIA ANTORELIDA,STANDARD,06/01/2011 12:00 AM,"3060 F ST
Omaha, NE
(41.219726272822015, -95.95931274780452)"
HELADOS SANTA FE,STANDARD,09/01/2010 12:00 AM,"4807 SO 24 ST
Omaha, NE
(41.21073305252901, -95.94706398176544)"
HELADOS SANTA FE,FAIR,05/10/2011 12:00 AM,"4218 SO 50 ST
Omaha, NE
(41.2169875698557, -95.99044175600315)"
HENRY DOORLY ZOO,EXCELLENT,07/08/2011 12:00 AM,"10 &amp; DEER PARK BLVD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
HERMAN NUT/PEARS COFFEE,EXCELLENT,06/16/2011 12:00 AM,"6171 GROVER ST
Omaha, NE
(41.226894131974724, -96.00803358748038)"
HERMAN ROHWER ELEMENTARY,SUPERIOR,02/08/2011 12:00 AM,"17701 F ST
Omaha, NE
(41.21943848977264, -96.1926238618658)"
HIDEOUT (THE),STANDARD,09/01/2010 12:00 AM,"322 SO 72 ST
Omaha, NE
(41.2577027398947, -96.0239671973446)"
HIGHLAND ELEMENTARY,SUPERIOR,06/29/2011 12:00 AM,"2625 JEFFERSON ST
Omaha, NE
(41.195651422097626, -95.9526757512283)"
HILLRISE ELEMENTARY,SUPERIOR,03/02/2011 12:00 AM,"20110 HOPPER
Omaha, NE
(41.289453381730745, -96.22764145857658)"
HILLSIDE BAR,STANDARD,10/28/2010 12:00 AM,"3906 L ST
Omaha, NE
(41.212621628790544, -95.97147158164063)"
HILLSIDE ELEMENTARY,SUPERIOR,05/13/2011 12:00 AM,"7500 WESTERN AVE
Omaha, NE
(41.27053796747748, -96.02930698134492)"
HILLSIDE LITTLE LEAGUE,STANDARD,05/05/2011 12:00 AM,"82 &amp; WESTERN
Omaha, NE
(41.260689999643944, -95.94059000012828)"
HILLSIDE PUB INC,EXCELLENT,03/18/2011 12:00 AM,"8033 BLONDO ST
Omaha, NE
(41.27775367570812, -96.03671887249232)"
HILTON GARDEN INN-SPENCER'S RESTAURANT,EXCELLENT,03/02/2011 12:00 AM,"1005 DODGE ST
Omaha, NE
(41.25967415736352, -95.92987793778553)"
HILTON GARDEN INN WEST,STANDARD,01/18/2011 12:00 AM,"17879 CHICAGO ST
Omaha, NE
(41.261733604810615, -96.19274077372961)"
HIRO 88,STANDARD,06/06/2011 12:00 AM,"1308 JACKSON ST
Omaha, NE
(41.25440413027184, -95.93377200217242)"
HIRO JAPANESE RESTAURANT,EXCELLENT,03/09/2011 12:00 AM,"3655 NO 129 ST
Omaha, NE
(41.291743980928345, -96.11521022158365)"
HISSHO SUSHI / IN BAKERS,EXCELLENT,03/30/2011 12:00 AM,"505 NO 155 PLZ
Omaha, NE
(41.2635142624286, -96.15569769934274)"
HISSHO SUSHI / IN BAKERS,STANDARD,02/22/2011 12:00 AM,"17370 LAKESIDE HILL
Omaha, NE
(41.260689999643944, -95.94059000012828)"
HISSHO SUSHI / IN BAKERS,EXCELLENT,02/25/2011 12:00 AM,"13250 W MAPLE RD
Omaha, NE
(41.29225659448508, -96.119886696136)"
HISSHO SUSHI / IN BAKERS,EXCELLENT,04/12/2011 12:00 AM,"888 SO SADDLE CREEK RD
Omaha, NE
(41.25066295062993, -95.9864632798691)"
HITCHCOCK ELEM SCHOOL,SUPERIOR,02/28/2011 12:00 AM,"5809 SO 104 ST
Omaha, NE
(41.199482533942444, -96.07599978110619)"
HOAGIE'S HAWAIIAN ICE,STANDARD,04/28/2011 12:00 AM,"4702 SO 27 ST
Omaha, NE
(41.21145251015247, -95.95144368004816)"
HOLIDAY INN EXPRESS,EXCELLENT,07/05/2011 12:00 AM,"6939 NO 102 CIR
Omaha, NE
(41.32172737738523, -96.07216866926137)"
HOLIDAY INN EXPRESS,STANDARD,04/05/2011 12:00 AM,"17677 WRIGHT ST
Omaha, NE
(41.23255060495984, -96.19213822797002)"
HOLIDAY INN EXPRESS,STANDARD,06/30/2011 12:00 AM,"10729 J ST
Omaha, NE
(41.21424040844329, -96.08073021498029)"
HOLIDAY LOUNGE,STANDARD,06/22/2010 12:00 AM,"7846 DODGE ST
Omaha, NE
(41.2597821311853, -96.03629435319479)"
HOLLAND PERFORMING ARTS CENTER,SUPERIOR,07/06/2011 12:00 AM,"1200 DOUGLAS
Omaha, NE
(41.25867730410725, -95.93193103826886)"
HOLLING HEIGHTS ELEM SCHOOL,SUPERIOR,02/17/2011 12:00 AM,"6565 SO 136 ST
Omaha, NE
(41.19411422315596, -96.12684769061059)"
HOLY GHOST SCHOOL,EXCELLENT,02/08/2011 12:00 AM,"5220 SO 52 ST
Omaha, NE
(41.205046666516445, -95.99627917132698)"
HOLY NAME SCHOOL,EXCELLENT,03/28/2011 12:00 AM,"2904 FONTENELLE BLVD
Omaha, NE
(41.285167624016836, -95.98315283509214)"
HOLY NAME SOCIAL HALL,EXCELLENT,04/07/2011 12:00 AM,"5739 NO 60 ST
Omaha, NE
(41.310872631895606, -96.00449601539117)"
HOME CAFE,STANDARD,06/15/2010 12:00 AM,"5110 SO 24 ST
Omaha, NE
(41.2066321440754, -95.94704599532486)"
HOME INSTEAD,EXCELLENT,02/16/2011 12:00 AM,"13323 CALIFORNIA ST
Omaha, NE
(41.265945372328815, -96.12325555193141)"
HOMESTEAD CAFÉ,STANDARD,06/15/2010 12:00 AM,"4826 Q ST
Omaha, NE
(41.205372653228956, -95.98789605555234)"
HOMESTYLE CAFE,STANDARD,03/29/2011 12:00 AM,"8807 MAPLE ST
Omaha, NE
(41.28479330199401, -96.0490393499306)"
HOMEWOOD SUITES,EXCELLENT,06/08/2010 12:00 AM,"1314 CUMING ST
Omaha, NE
(41.268019865795395, -95.93317844963303)"
HOMY INN,STANDARD,05/07/2010 12:00 AM,"1510 NO SADDLE CREEK RD
Omaha, NE
(41.273379825090046, -95.98875655104382)"
HONEY BAKED HAM & CAFÉ,EXCELLENT,07/05/2011 12:00 AM,"16902 WRIGHT PLZ #165
Omaha, NE
(41.23298908333391, -96.17823657360412)"
HONG HING,STANDARD,05/06/2011 12:00 AM,"5411 NO 90 ST
Omaha, NE
(41.30830837905755, -96.0524686849332)"
HONG KONG CAFE,EXCELLENT,06/21/2011 12:00 AM,"4950 SO 108 ST
Omaha, NE
(41.20927615084156, -96.08142269294285)"
